Ind,Pop,Color,Longitude,Latitude
C3984,31,darkmagenta,-66.008133,46.5847
C3985,31,darkmagenta,-66.169433,46.54515
C3986,31,darkmagenta,-66.21698,46.52758
C4231,31,darkmagenta,-66.00969,46.58398
C4344,31,darkmagenta,-66.21698,46.52758
C4347,31,darkmagenta,-66.21658,46.52859
C4352,31,darkmagenta,-66.00819,46.58468
C4354,31,darkmagenta,-66.00822,46.58441
C4355,31,darkmagenta,-66.02469,46.5824
C4356,31,darkmagenta,-66.02299,46.58255
C4357,31,darkmagenta,-66.01537,46.58029
C4358,31,darkmagenta,-66.17027,46.54533
C4419,31,darkmagenta,-65.89082,46.60552
C4420,31,darkmagenta,-65.89097,46.60581
C4421,31,darkmagenta,-65.89088,46.60587
C4422,31,darkmagenta,-65.89094,46.6059
C4423,31,darkmagenta,-65.89078,46.60608
C4424,31,darkmagenta,-65.9077,46.60605
C4425,31,darkmagenta,-65.89091,46.60648
C4426,31,darkmagenta,-65.89056,46.60745
C4428,31,darkmagenta,-65.89034,46.60792
C4429,31,darkmagenta,-65.8899,46.60793
C4431,31,darkmagenta,-65.88992,46.60815
C4432,31,darkmagenta,-65.89039,46.6082
C4433,31,darkmagenta,-65.89034,46.60836
C4434,31,darkmagenta,-65.87818,46.61801
C4436,31,darkmagenta,-66.16756,46.54517
C4437,31,darkmagenta,-66.16759,46.5453
C4438,31,darkmagenta,-66.16782,46.54521
C4439,31,darkmagenta,-66.16803,46.54504
C4443,31,darkmagenta,-66.16879,46.54493
C4444,31,darkmagenta,-66.16939,46.54502
C4445,31,darkmagenta,-66.16948,46.54495
C4446,31,darkmagenta,-66.16959,46.54527
C4447,31,darkmagenta,-66.17075,46.54532
C4449,31,darkmagenta,-66.17049,46.5454
C4450,31,darkmagenta,-66.16978,46.54542
C4451,31,darkmagenta,-66.16739,46.54615
C4531,31,darkmagenta,-65.88141,46.61545
C1615,31,darkmagenta,-66.0242642,46.5798023
C1616,31,darkmagenta,-66.0255204,46.5806991
C1617,31,darkmagenta,-66.0260272,46.5797852
C1618,31,darkmagenta,-66.0260447,46.5801817
C1619,31,darkmagenta,-66.0257488,46.580579
C1620,31,darkmagenta,-66.0252398,46.5808178
C1621,31,darkmagenta,-66.0239152,46.5811703
C1622,31,darkmagenta,-66.0237514,46.581301
C1623,31,darkmagenta,-66.0232172,46.5815211
C1624,31,darkmagenta,-66.0248052,46.5808874
C1625,31,darkmagenta,-66.0246294,46.5809999
C1626,31,darkmagenta,-66.0256805,46.5813512
C1627,31,darkmagenta,-66.0259166,46.5813304
C1628,31,darkmagenta,-66.0260946,46.581416
C1632,31,darkmagenta,-66.0264886,46.5818493
C1633,31,darkmagenta,-66.026569,46.5820493
C1634,31,darkmagenta,-66.0265789,46.5823466
C1635,31,darkmagenta,-66.0265444,46.5824987
C1636,31,darkmagenta,-66.026482,46.5826861
C1637,31,darkmagenta,-66.0266531,46.5828975
C1638,31,darkmagenta,-66.0266448,46.5830503
C1639,31,darkmagenta,-66.0264183,46.5831344
C1640,31,darkmagenta,-66.026765,46.5829995
C1641,31,darkmagenta,-66.026902,46.58312
C1642,31,darkmagenta,-66.0266996,46.5827638
C1643,31,darkmagenta,-66.0267321,46.5826476
C1644,31,darkmagenta,-66.0266898,46.5824665
C1645,31,darkmagenta,-66.0268892,46.5823997
C1646,31,darkmagenta,-66.0267773,46.5822978
C1647,31,darkmagenta,-66.026916,46.5821484
C1648,31,darkmagenta,-66.0269018,46.581932
C1649,31,darkmagenta,-66.026855,46.5818318
C1650,31,darkmagenta,-66.0268213,46.5817319
C1651,31,darkmagenta,-66.0267483,46.581397
C1652,31,darkmagenta,-66.0267021,46.5812878
C1653,31,darkmagenta,-66.0265491,46.5812208
C1654,31,darkmagenta,-66.0263974,46.5813699
C3202,31,darkmagenta,-66.22345,46.52545
C3248,31,darkmagenta,-66.22122,46.52693
C3281,31,darkmagenta,-66.22003,46.52723
C3304,31,darkmagenta,-66.22307,46.52577
C3326,31,darkmagenta,-66.22222,46.52655
C3332,31,darkmagenta,-66.22435,46.52513
C3333,31,darkmagenta,-66.21975,46.52648
C3339,31,darkmagenta,-66.221,46.52593
C3346,31,darkmagenta,-66.21865,46.52722
C3349,31,darkmagenta,-66.221,46.52723
C3367,31,darkmagenta,-66.21833,46.52697
C3374,31,darkmagenta,-66.22652,46.5248
C3384,31,darkmagenta,-66.2206,46.52607
C3403,31,darkmagenta,-66.2225,46.52677
C3405,31,darkmagenta,-66.21907,46.52663
C3408,31,darkmagenta,-66.2231,46.52558
C4543,568,darkorchid3,-67.76541,46.80829
C4544,568,darkorchid3,-67.76573,46.80842
C4545,568,darkorchid3,-67.71828,46.81424
C4546,568,darkorchid3,-67.71803,46.81409
C4548,568,darkorchid3,-67.71873,46.81335
C4549,568,darkorchid3,-67.7203,46.81206
C4551,568,darkorchid3,-67.71926,46.8078
C4490,568,darkorchid3,-67.48239,46.79328
C4491,568,darkorchid3,-67.42652,46.85066
C4492,568,darkorchid3,-67.42666,46.85102
C4493,568,darkorchid3,-67.48272,46.79353
C4494,568,darkorchid3,-67.48274,46.79346
C4495,568,darkorchid3,-67.48192,46.79289
C4496,568,darkorchid3,-67.48261,46.79418
C4497,568,darkorchid3,-67.48536,46.79283
C4498,568,darkorchid3,-67.48504,46.79292
C4499,568,darkorchid3,-67.4834,46.79362
C4500,568,darkorchid3,-67.4831,46.79403
C4501,568,darkorchid3,-67.43448,46.8676
C4502,568,darkorchid3,-67.43421,46.86742
C4503,568,darkorchid3,-67.46809,46.81286
C4504,568,darkorchid3,-67.51776,46.7825
C4694,568,darkorchid3,-67.70399,46.77589
C4695,568,darkorchid3,-67.704,46.77518
C4470,568,darkorchid3,-67.74347,46.5911
C4471,568,darkorchid3,-67.74315,46.5899
C4472,568,darkorchid3,-67.74337,46.58899
C4473,568,darkorchid3,-67.74411,46.58886
C4474,568,darkorchid3,-67.74245,46.58837
C4475,568,darkorchid3,-67.74279,46.58727
C4476,568,darkorchid3,-67.74364,46.58609
C4478,568,darkorchid3,-67.74606,46.58523
C4479,568,darkorchid3,-67.74587,46.58565
C4480,568,darkorchid3,-67.74626,46.58609
C4481,568,darkorchid3,-67.74694,46.58758
C4482,568,darkorchid3,-67.74605,46.58723
C4483,568,darkorchid3,-67.74406,46.58685
C4484,568,darkorchid3,-67.74434,46.58718
C4485,568,darkorchid3,-67.74468,46.58895
C4487,568,darkorchid3,-67.74577,46.58831
C4488,568,darkorchid3,-67.74748,46.58952
C4489,568,darkorchid3,-67.74723,46.5918
C4505,568,darkorchid3,-67.69682,46.76226
C4506,568,darkorchid3,-67.69682,46.76227
C4507,568,darkorchid3,-67.69671,46.76189
C4508,568,darkorchid3,-67.69657,46.76146
C4535,568,darkorchid3,-67.72974,46.79257
C4536,568,darkorchid3,-67.72959,46.79247
C4537,568,darkorchid3,-67.72951,46.79238
C4538,568,darkorchid3,-67.72943,46.79241
C4539,568,darkorchid3,-67.72942,46.79247
C4540,568,darkorchid3,-67.72942,46.79255
C4541,568,darkorchid3,-67.72945,46.79256
C4542,568,darkorchid3,-67.72968,46.779342
C4550,568,darkorchid3,-67.72156,46.79974
C4553,568,darkorchid3,-67.71947,46.80681
C4554,568,darkorchid3,-67.71982,46.80603
C4555,568,darkorchid3,-67.7196,46.67613
C4556,568,darkorchid3,-67.71926,46.67606
C4557,568,darkorchid3,-67.71908,46.67564
C4558,568,darkorchid3,-67.71942,46.67532
C4559,568,darkorchid3,-67.71944,46.67503
C4560,568,darkorchid3,-67.71945,46.6748
C4561,568,darkorchid3,-67.7195,46.67473
C4562,568,darkorchid3,-67.71942,46.67374
C4563,568,darkorchid3,-67.71945,46.67352
C4564,568,darkorchid3,-67.7196,46.67312
C4582,568,darkorchid3,-67.7437,46.54558
C4583,568,darkorchid3,-67.74338,46.54416
C4584,568,darkorchid3,-67.74328,46.54373
C4585,568,darkorchid3,-67.74299,46.54293
C4586,568,darkorchid3,-67.73935,46.54274
C4587,568,darkorchid3,-67.73975,46.54368
C4588,568,darkorchid3,-67.73967,46.54455
C4589,568,darkorchid3,-67.73974,46.54472
C4590,568,darkorchid3,-67.73973,46.54492
C4591,568,darkorchid3,-67.73964,46.54522
C4592,568,darkorchid3,-67.73926,46.54635
C4593,568,darkorchid3,-67.73931,46.54643
C4594,568,darkorchid3,-67.74079,46.54812
C4595,568,darkorchid3,-67.74065,46.55057
C4596,568,darkorchid3,-67.74052,46.55053
C4597,568,darkorchid3,-67.7405,46.55056
C4598,568,darkorchid3,-67.74055,46.55066
C4693,568,darkorchid3,-67.70884,46.7767
C4696,568,darkorchid3,-67.69806,46.76454
C3290,568,darkorchid3,-67.74537,46.58923
C3179,568,darkorchid3,-67.74717,46.5919
C3181,568,darkorchid3,-67.74417,46.58872
C3188,568,darkorchid3,-67.74478,46.5877
C3190,568,darkorchid3,-67.74537,46.58923
C3192,568,darkorchid3,-67.74458,46.58938
C3193,568,darkorchid3,-67.74605,46.58963
C3201,568,darkorchid3,-67.74443,46.58727
C3232,568,darkorchid3,-67.7447,46.58927
C3236,568,darkorchid3,-67.74492,46.59042
C3249,568,darkorchid3,-67.74527,46.59018
C3250,568,darkorchid3,-67.74435,46.58935
C3251,568,darkorchid3,-67.74725,46.59118
C3252,568,darkorchid3,-67.74463,46.58732
C3253,568,darkorchid3,-67.74478,46.58915
C3255,568,darkorchid3,-67.74375,46.59005
C3277,568,darkorchid3,-67.74417,46.58888
C3315,568,darkorchid3,-67.74428,46.59058
C3350,568,darkorchid3,-67.74408,46.59045
C3360,568,darkorchid3,-67.74458,46.59077
C3386,568,darkorchid3,-67.74488,46.5884
C3392,568,darkorchid3,-67.74445,46.5893
C3288,568,darkorchid3,-67.74478,46.5877
C3293,568,darkorchid3,-67.74605,46.58963
C4018,1014,deeppink3,-65.557611,45.707194
C3980,1014,deeppink3,-66.169338,45.438321
C3987,1014,deeppink3,-66.173779,45.441761
C3988,1014,deeppink3,-66.122472,45.633334
C3989,1014,deeppink3,-66.122858,45.633238
C3997,1014,deeppink3,-66.122602,45.63424
C4011,1014,deeppink3,-65.39142,45.773113
C4017,1014,deeppink3,-65.35059,45.95345
C4296,1014,deeppink3,-65.8775,45.56496
C4301,1014,deeppink3,-65.86193,45.64833
C4302,1014,deeppink3,-65.81391,45.67894
C4303,1014,deeppink3,-65.81413,45.67896
C4304,1014,deeppink3,-65.81417,45.67921
C4305,1014,deeppink3,-65.81559,45.6669
C4452,1014,deeppink3,-65.50287,45.73407
C4453,1014,deeppink3,-65.47487,45.71189
C4455,1014,deeppink3,-65.47464,45.7115
C4456,1014,deeppink3,-65.47549,45.71281
C4457,1014,deeppink3,-65.4754,45.71318
C4459,1014,deeppink3,-65.50626,45.72485
C4460,1014,deeppink3,-65.50636,45.72479
C4461,1014,deeppink3,-65.507,45.72456
C4464,1014,deeppink3,-65.47634,45.71558
C4467,1014,deeppink3,-65.47678,45.71579
C4468,1014,deeppink3,-65.47665,45.71779
C4783,1014,deeppink3,-65.3239,46.01134
C4786,1014,deeppink3,-65.32406,46.01204
C4789,1014,deeppink3,-65.32376,46.01226
C4891,1014,deeppink3,-65.31928,46.01513
C4892,1014,deeppink3,-65.31964,46.01468
C4893,1014,deeppink3,-65.31942,46.01396
C4894,1014,deeppink3,-65.31944,46.01391
C4895,1014,deeppink3,-65.31952,46.01376
C4896,1014,deeppink3,-65.31919,46.01356
C4897,1014,deeppink3,-65.31962,46.01329
C4898,1014,deeppink3,-65.31878,46.01289
C4899,1014,deeppink3,-65.32072,46.01294
C4900,1014,deeppink3,-65.32136,46.01378
C4901,1014,deeppink3,-65.32207,46.01352
C4902,1014,deeppink3,-65.32262,46.01208
C4903,1014,deeppink3,-65.32246,46.01182
C4904,1014,deeppink3,-65.32277,46.01175
C4905,1014,deeppink3,-65.32296,46.01157
C4906,1014,deeppink3,-65.32362,46.01154
C3263,1014,deeppink3,-66.12552,45.46955
C3271,1014,deeppink3,-66.12552,45.46955
C3272,1014,deeppink3,-66.12552,45.46955
C3276,1014,deeppink3,-66.12552,45.46955
C3280,1014,deeppink3,-66.12552,45.46955
C3305,1014,deeppink3,-66.12552,45.46955
C3306,1014,deeppink3,-66.12552,45.46955
C3324,1014,deeppink3,-66.12552,45.46955
C3327,1014,deeppink3,-66.12552,45.46955
C3328,1014,deeppink3,-66.12552,45.46955
C3329,1014,deeppink3,-66.12552,45.46955
C3331,1014,deeppink3,-66.12552,45.46955
C3334,1014,deeppink3,-66.12552,45.46955
C3336,1014,deeppink3,-66.12552,45.46955
C3340,1014,deeppink3,-66.12552,45.46955
C3341,1014,deeppink3,-66.12552,45.46955
C3364,1014,deeppink3,-66.12552,45.46955
C3409,1014,deeppink3,-66.12552,45.46955
C3418,1014,deeppink3,-66.12552,45.46955
C3419,1014,deeppink3,-66.12552,45.46955
C3168,1014,deeppink3,-65.3194,46.01412
C3170,1014,deeppink3,-65.31957,46.01388
C3176,1014,deeppink3,-65.31915,46.01357
C3214,1014,deeppink3,-65.3193,46.0138
C3216,1014,deeppink3,-65.31933,46.01372
C3227,1014,deeppink3,-65.31953,46.01322
C3228,1014,deeppink3,-65.32067,46.01323
C3257,1014,deeppink3,-65.31945,46.01378
C3275,1014,deeppink3,-65.32163,46.01392
C3278,1014,deeppink3,-65.31948,46.01305
C3279,1014,deeppink3,-65.32083,46.01393
C3296,1014,deeppink3,-65.32143,46.01388
C3311,1014,deeppink3,-65.32097,46.01353
C3321,1014,deeppink3,-65.32025,46.01272
C3322,1014,deeppink3,-65.31948,46.01323
C3347,1014,deeppink3,-65.32063,46.01387
C3356,1014,deeppink3,-65.31877,46.01288
C3237,1014,deeppink3,-65.90425,45.5082
C3267,1014,deeppink3,-65.9001,45.51258
C3303,1014,deeppink3,-65.90413,45.50905
C3317,1014,deeppink3,-65.90372,45.50978
C3337,1014,deeppink3,-65.90002,45.51267
C3355,1014,deeppink3,-65.90425,45.50835
C3373,1014,deeppink3,-65.90407,45.50907
C3375,1014,deeppink3,-65.92852,45.49233
C3376,1014,deeppink3,-65.91717,45.50238
C3396,1014,deeppink3,-65.90413,45.50895
C3397,1014,deeppink3,-65.9143,45.50348
C3401,1014,deeppink3,-65.90112,45.51218
C3410,1014,deeppink3,-65.90013,45.5126
C3426,1014,deeppink3,-65.9041,45.50883
C3203,1014,deeppink3,-65.44897,45.69917
C3245,1014,deeppink3,-65.44883,45.69812
C3297,1014,deeppink3,-65.44683,45.69842
C3299,1014,deeppink3,-65.44108,45.69573
C3302,1014,deeppink3,-65.44983,45.69878
C3307,1014,deeppink3,-65.44868,45.69893
C3310,1014,deeppink3,-65.4426,45.69753
C3312,1014,deeppink3,-65.446,45.69767
C3318,1014,deeppink3,-65.44113,45.69643
C3345,1014,deeppink3,-65.44327,45.69808
C3362,1014,deeppink3,-65.44008,45.69513
C3371,1014,deeppink3,-65.44152,45.69785
C3372,1014,deeppink3,-65.44195,45.69697
C3380,1014,deeppink3,-65.44828,45.69875
C3393,1014,deeppink3,-65.44212,45.69723
C3416,1014,deeppink3,-65.44115,45.69608
C3417,1014,deeppink3,-65.44623,45.698
C4569,7917,darkviolet,-67.77381,46.11324
C4570,7917,darkviolet,-67.77499,46.11107
C4571,7917,darkviolet,-67.7771,46.11139
C4572,7917,darkviolet,-67.77909,46.11143
C4573,7917,darkviolet,-67.78116,46.1117
C4574,7917,darkviolet,-67.78122,46.11113
C4575,7917,darkviolet,-67.78121,46.1109
C4576,7917,darkviolet,-67.78129,46.11028
C4577,7917,darkviolet,-67.78123,46.1098
C4578,7917,darkviolet,-67.77178,46.1112
C4599,7917,darkviolet,-67.72555,46.2172
C4600,7917,darkviolet,-67.7246,46.21785
C4601,7917,darkviolet,-67.7232,46.2182
C4602,7917,darkviolet,-67.72469,46.21805
C4603,7917,darkviolet,-67.68544,46.19737
C4604,7917,darkviolet,-67.68401,46.1962
C4605,7917,darkviolet,-67.68528,46.19742
C4606,7917,darkviolet,-67.68135,46.19442
C4607,7917,darkviolet,-67.67998,46.19508
C4608,7917,darkviolet,-67.67991,46.19519
C4609,7917,darkviolet,-67.67983,46.19467
C4610,7917,darkviolet,-67.68012,46.19418
C4611,7917,darkviolet,-67.67768,46.1909
C4612,7917,darkviolet,-67.68191,46.19322
C4613,7917,darkviolet,-67.68212,46.19322
C4614,7917,darkviolet,-67.59586,46.15875
C4615,7917,darkviolet,-67.59626,46.15872
C4616,7917,darkviolet,-67.59731,46.15864
C4617,7917,darkviolet,-67.6671,46.17584
C4618,7917,darkviolet,-67.67003,46.17844
C4619,7917,darkviolet,-67.69521,46.19216
C4620,7917,darkviolet,-67.6722,46.19211
C4621,7917,darkviolet,-67.67352,46.19163
C4622,7917,darkviolet,-67.73211,46.22433
C4623,7917,darkviolet,-67.72203,46.22078
C4624,7917,darkviolet,-67.72523,46.21958
C4625,7917,darkviolet,-67.72469,46.21936
C4626,7917,darkviolet,-67.7235,46.21986
C4627,7917,darkviolet,-67.72304,46.22002
C4628,7917,darkviolet,-67.73231,46.22427
C4629,7917,darkviolet,-67.73234,46.22438
C4630,7917,darkviolet,-67.73234,46.22438
C4631,7917,darkviolet,-67.73234,46.22438
C4632,7917,darkviolet,-67.77552,46.11082
C3939,7917,darkviolet,-67.46129,45.89572
C3940,7917,darkviolet,-67.46123,45.89587
C3945,7917,darkviolet,-67.2463,45.96757
C3946,7917,darkviolet,-67.2463,45.96737
C3947,7917,darkviolet,-67.24599,45.96743
C3948,7917,darkviolet,-67.24588,45.96752
C3949,7917,darkviolet,-67.24504,45.96681
C3950,7917,darkviolet,-67.24681,45.96752
C4520,7917,darkviolet,-67.63135,45.90736
C4521,7917,darkviolet,-67.63134,45.90734
C4522,7917,darkviolet,-67.62744,45.90804
C4523,7917,darkviolet,-67.62766,45.90809
C4524,7917,darkviolet,-67.62741,45.90824
C4525,7917,darkviolet,-67.62463,45.90866
C4565,7917,darkviolet,-67.76267,46.11394
C4566,7917,darkviolet,-67.76341,46.11412
C4567,7917,darkviolet,-67.76369,46.1144
C4568,7917,darkviolet,-67.76855,46.11431
C4579,7917,darkviolet,-67.76357,46.11448
C4580,7917,darkviolet,-67.76322,46.11449
C4581,7917,darkviolet,-67.76293,46.11437
C4692,7917,darkviolet,-67.76523,46.11477
C3182,7917,darkviolet,-67.53717,46.02178
C3189,7917,darkviolet,-67.53753,46.02133
C3191,7917,darkviolet,-67.53795,46.02135
C3196,7917,darkviolet,-67.537,46.02148
C3208,7917,darkviolet,-67.5386,46.02123
C3211,7917,darkviolet,-67.5381,46.02108
C3212,7917,darkviolet,-67.53848,46.02138
C3213,7917,darkviolet,-67.53757,46.02157
C3215,7917,darkviolet,-67.53838,46.02135
C3217,7917,darkviolet,-67.54932,46.03568
C3225,7917,darkviolet,-67.52642,46.01485
C3226,7917,darkviolet,-67.53842,46.02125
C3238,7917,darkviolet,-67.53713,46.02145
C3239,7917,darkviolet,-67.53717,46.0215
C3269,7917,darkviolet,-67.54913,46.03562
C3273,7917,darkviolet,-67.54937,46.0357
C3274,7917,darkviolet,-67.5386,46.0213
C3354,7917,darkviolet,-67.53852,46.02127
C3361,7917,darkviolet,-67.52622,46.0147
C3289,7917,darkviolet,-67.53753,46.02133
C3169,7917,darkviolet,-67.74898,45.8021
C3178,7917,darkviolet,-67.74873,45.80197
C3199,7917,darkviolet,-67.7484,45.802
C3224,7917,darkviolet,-67.74855,45.8018
C3246,7917,darkviolet,-67.74837,45.8024
C3254,7917,darkviolet,-67.74817,45.80217
C3260,7917,darkviolet,-67.74832,45.80208
C3261,7917,darkviolet,-67.74743,45.8016
C3268,7917,darkviolet,-67.74828,45.80263
C3298,7917,darkviolet,-67.74803,45.80253
C3316,7917,darkviolet,-67.7487,45.80155
C3320,7917,darkviolet,-67.74818,45.8016
C3323,7917,darkviolet,-67.74865,45.80175
C3335,7917,darkviolet,-67.74843,45.80227
C3338,7917,darkviolet,-67.7486,45.80203
C3387,7917,darkviolet,-67.7478,45.802
C4151,9101113a,deeppink,-66.49139,45.85282
C4152,9101113a,deeppink,-66.49198,45.85253
C4153,9101113a,deeppink,-66.4926,45.85251
C4154,9101113a,deeppink,-66.49263,45.85255
C4155,9101113a,deeppink,-66.49258,45.85262
C4156,9101113a,deeppink,-66.49371,45.85289
C4157,9101113a,deeppink,-66.49394,45.85294
C4158,9101113a,deeppink,-66.49369,45.85309
C4159,9101113a,deeppink,-66.49464,45.85323
C4160,9101113a,deeppink,-66.49459,45.85329
C4161,9101113a,deeppink,-66.49532,45.85361
C4162,9101113a,deeppink,-66.49548,45.85362
C4163,9101113a,deeppink,-66.49554,45.85373
C4164,9101113a,deeppink,-66.49641,45.8542
C4165,9101113a,deeppink,-66.50516,45.86591
C4248,9101113a,deeppink,-66.53136,45.78881
C4254,9101113a,deeppink,-66.49132,45.85263
C4371,9101113a,deeppink,-66.53119,45.78853
C4373,9101113a,deeppink,-66.53109,45.78716
C3936,9101113a,deeppink,-66.42884,45.8931
C3937,9101113a,deeppink,-66.42612,45.89325
C3938,9101113a,deeppink,-66.41358,45.90009
C3944,9101113a,deeppink,-66.36237,45.8847
C3951,9101113a,deeppink,-66.35624,45.89185
C3952,9101113a,deeppink,-66.35789,45.89383
C3953,9101113a,deeppink,-66.35698,45.89385
C3954,9101113a,deeppink,-66.35604,45.8932
C3955,9101113a,deeppink,-66.35604,45.8932
C3961,9101113a,deeppink,-66.298742,45.883303
C3968,9101113a,deeppink,-66.41367,45.900014
C3969,9101113a,deeppink,-66.41236,45.91625
C3970,9101113a,deeppink,-66.413,45.899138
C3972,9101113a,deeppink,-66.42908,45.89374
C3973,9101113a,deeppink,-66.42385,45.89117
C3974,9101113a,deeppink,-66.27177,45.89337
C3975,9101113a,deeppink,-66.27171,45.89312
C3976,9101113a,deeppink,-66.2718,45.89296
C3977,9101113a,deeppink,-66.27182,45.89287
C3978,9101113a,deeppink,-66.2718,45.89287
C4024,9101113a,deeppink,-66.307246,45.888071
C4025,9101113a,deeppink,-66.307106,45.887797
C4026,9101113a,deeppink,-66.309331,45.887904
C4027,9101113a,deeppink,-66.301947,45.885985
C4028,9101113a,deeppink,-66.307648,45.888005
C4029,9101113a,deeppink,-66.304459,45.887306
C4030,9101113a,deeppink,-66.306316,45.887816
C4031,9101113a,deeppink,-66.306733,45.887816
C4032,9101113a,deeppink,-66.299376,45.88417
C4033,9101113a,deeppink,-66.303377,45.886851
C4034,9101113a,deeppink,-66.300982,45.885406
C4035,9101113a,deeppink,-66.305264,45.887683
C4039,9101113a,deeppink,-66.493343,45.858093
C4041,9101113a,deeppink,-66.494987,45.859409
C4042,9101113a,deeppink,-66.496167,45.859494
C4043,9101113a,deeppink,-66.501968,45.864037
C4044,9101113a,deeppink,-66.502388,45.864645
C4045,9101113a,deeppink,-66.493916,45.858277
C4046,9101113a,deeppink,-66.494833,45.859
C4047,9101113a,deeppink,-66.493861,45.857583
C4048,9101113a,deeppink,-66.496083,45.859722
C4049,9101113a,deeppink,-66.492146,45.857388
C4050,9101113a,deeppink,-66.492638,45.857527
C4051,9101113a,deeppink,-66.492472,45.8575
C4055,9101113a,deeppink,-66.48888,45.85557
C4056,9101113a,deeppink,-66.48937,45.85587
C4057,9101113a,deeppink,-66.4895,45.85583
C4058,9101113a,deeppink,-66.48945,45.8559
C4059,9101113a,deeppink,-66.48981,45.85624
C4060,9101113a,deeppink,-66.48876,45.85547
C4061,9101113a,deeppink,-66.4913,45.85674
C4064,9101113a,deeppink,-66.48834,45.85545
C4067,9101113a,deeppink,-66.48995,45.8561
C4068,9101113a,deeppink,-66.49078,45.85688
C4068B,9101113a,deeppink,-66.49026,45.85649
C4069,9101113a,deeppink,-66.48995,45.8561
C4069B,9101113a,deeppink,-66.49026,45.85649
C4070,9101113a,deeppink,-66.49223,45.85714
C4071,9101113a,deeppink,-66.49223,45.85714
C4072,9101113a,deeppink,-66.49203,45.85738
C4075,9101113a,deeppink,-66.50763,45.86805
C4076,9101113a,deeppink,-66.50772,45.8684
C4079,9101113a,deeppink,-66.49222,45.85731
C4080,9101113a,deeppink,-66.48711,45.85475
C4081,9101113a,deeppink,-66.48421,45.85268
C4082,9101113a,deeppink,-66.48364,45.85434
C4083,9101113a,deeppink,-66.48415,45.85434
C4084,9101113a,deeppink,-66.48201,45.85403
C4086,9101113a,deeppink,-66.48022,45.85249
C4088,9101113a,deeppink,-66.48029,45.85262
C4089,9101113a,deeppink,-66.4809,45.85205
C4092,9101113a,deeppink,-66.48181,45.85229
C4093,9101113a,deeppink,-66.48542,45.85485
C4094,9101113a,deeppink,-66.48032,45.85251
C4095,9101113a,deeppink,-66.48164,45.85238
C4096,9101113a,deeppink,-66.48682,45.8553
C4097,9101113a,deeppink,-66.48503,45.85472
C4098,9101113a,deeppink,-66.48592,45.8549
C4099,9101113a,deeppink,-66.4855,45.85455
C4100,9101113a,deeppink,-66.48473,45.85465
C4101,9101113a,deeppink,-66.48515,45.85477
C4103,9101113a,deeppink,-66.48655,45.8548
C4104,9101113a,deeppink,-66.48678,45.85475
C4105,9101113a,deeppink,-66.48647,45.85486
C4106,9101113a,deeppink,-66.48727,45.85483
C4107,9101113a,deeppink,-66.48737,45.85518
C4108,9101113a,deeppink,-66.4872,45.85514
C4110,9101113a,deeppink,-66.4882,45.8556
C4111,9101113a,deeppink,-66.48828,45.85555
C4112,9101113a,deeppink,-66.48838,45.85546
C4113,9101113a,deeppink,-66.48737,45.85477
C4115,9101113a,deeppink,-66.48786,45.85502
C4116,9101113a,deeppink,-66.4835,45.85435
C4117,9101113a,deeppink,-66.48544,45.85463
C4118,9101113a,deeppink,-66.47971,45.85226
C4119,9101113a,deeppink,-66.48573,45.85477
C4122,9101113a,deeppink,-66.48685,45.85534
C4125,9101113a,deeppink,-66.47945,45.85256
C4126,9101113a,deeppink,-66.4795,45.85233
C4127,9101113a,deeppink,-66.4799,45.85241
C4129,9101113a,deeppink,-66.48096,45.8521
C4130,9101113a,deeppink,-66.48696,45.85472
C4131,9101113a,deeppink,-66.479,45.85268
C4132,9101113a,deeppink,-66.47925,45.85259
C4133,9101113a,deeppink,-66.48794,45.85509
C4134,9101113a,deeppink,-66.48786,45.85522
C4135,9101113a,deeppink,-66.48776,45.85534
C4136,9101113a,deeppink,-66.36457,45.89261
C4137,9101113a,deeppink,-66.48452,45.85258
C4138,9101113a,deeppink,-66.48601,45.85315
C4139,9101113a,deeppink,-66.48646,45.85317
C4140,9101113a,deeppink,-66.4866,45.85308
C4141,9101113a,deeppink,-66.48733,45.85287
C4142,9101113a,deeppink,-66.48739,45.85293
C4143,9101113a,deeppink,-66.48835,45.85291
C4144,9101113a,deeppink,-66.48889,45.8527
C4146,9101113a,deeppink,-66.48891,45.85297
C4166,9101113a,deeppink,-66.22008,46.05904
C4167,9101113a,deeppink,-66.22143,46.06123
C4236,9101113a,deeppink,-66.36519,45.89359
C4237,9101113a,deeppink,-66.36536,45.89288
C4238,9101113a,deeppink,-66.36349,45.89005
C4239,9101113a,deeppink,-66.36403,45.8926
C4240,9101113a,deeppink,-66.36497,45.8939
C4241,9101113a,deeppink,-66.36111,45.88865
C4242,9101113a,deeppink,-66.36079,45.88886
C4245,9101113a,deeppink,-66.3006,45.88605
C4246,9101113a,deeppink,-66.30057,45.88495
C4247,9101113a,deeppink,-66.29263,45.87758
C4249,9101113a,deeppink,-66.4846,45.8547
C4250,9101113a,deeppink,-66.47952,45.85265
C4252,9101113a,deeppink,-66.48749,45.85497
C4253,9101113a,deeppink,-66.48768,45.85501
C4255,9101113a,deeppink,-66.29869,45.88346
C4256,9101113a,deeppink,-66.29688,45.8814
C4257,9101113a,deeppink,-66.28997,45.87606
C4363,9101113a,deeppink,-66.48003,45.85229
C4365,9101113a,deeppink,-66.50027,45.86282
