Ind,Pop,Color,Longitude,Latitude
U1500,SFNF12,forestgreen,-90.6949532,34.7013123
U1501,SFNF12,forestgreen,-90.6930121,34.7024205
U1502,SFNF12,forestgreen,-90.7218855,34.702423
U1504,SFNF12,forestgreen,-90.7218831,34.7013141
U1506,SFNF12,forestgreen,-90.6949529,34.7296383
U1507,SFNF12,forestgreen,-90.6941215,34.730479
U1509,SFNF12,forestgreen,-90.7150787,34.6903322
U1510,SFNF12,forestgreen,-90.6907908,34.6971134
U1511,SFNF12,forestgreen,-90.6907523,34.6965357
U1512,SFNF12,forestgreen,-90.6839048,34.7060611
U1513,SFNF12,forestgreen,-90.6905611,34.6975238
U1515,SFNF12,forestgreen,-90.6760222,34.6721307
U1516,SFNF12,forestgreen,-90.676526,34.6724558
U1517,SFNF12,forestgreen,-90.6769304,34.6732118
U2328,WHWI,lightblue3,-89.1104,42.83145
U2329,WHWI,lightblue3,-89.218567,42.83155
U2330,WHWI,lightblue3,-88.812333,42.831567
U2331,WHWI,lightblue3,-88.812483,42.831633
U2332,WHWI,lightblue3,-88.8125,42.830867
U2333,WHWI,lightblue3,-88.81245,42.830783
U2334,WHWI,lightblue3,-88.813283,42.829917
U2335,WHWI,lightblue3,-88.813717,42.83
U2336,WHWI,lightblue3,-88.814683,42.830433
U2337,WHWI,lightblue3,-88.81565,42.8305
U2338,WHWI,lightblue3,-88.8163,42.831117
U2339,WHWI,lightblue3,-88.8162,42.8311
U2340,WHWI,lightblue3,-88.816483,42.831117
U2341,WHWI,lightblue3,-88.81645,42.831183
U2342,WHWI,lightblue3,-88.8162,42.83105
U2343,WHWI,lightblue3,-88.816017,42.831133
U2345,WHWI,lightblue3,-88.8157,42.83125
U2346,WHWI,lightblue3,-88.815067,42.831567
U2347,WHWI,lightblue3,-88.8148,42.831367
U2348,WHWI,lightblue3,-88.814133,42.8313
U2349,WHWI,lightblue3,-88.813767,42.830833
U2350,WHWI,lightblue3,-88.813633,42.8308
U2351,WHWI,lightblue3,-88.812567,42.830683
U2352,WHWI,lightblue3,-88.8126,42.830617
U2353,WHWI,lightblue3,-88.812583,42.8305
U2354,WHWI,lightblue3,-88.81245,42.830383
U2355,WHWI,lightblue3,-88.812633,42.830383
U2356,WHWI,lightblue3,-88.81255,42.830217
U2357,WHWI,lightblue3,-88.812517,42.829983
U2358,WHWI,lightblue3,-88.81245,42.828917
U2359,WHWI,lightblue3,-88.812317,42.828933
U2360,WHWI,lightblue3,-88.812183,42.829717
U2361,WHWI,lightblue3,-88.81245,42.829833
U2362,WHWI,lightblue3,-88.812833,42.829817
U2363,WHWI,lightblue3,-88.812933,42.829983
U2364,WHWI,lightblue3,-88.81295,42.830183
U2365,WHWI,lightblue3,-88.8135,42.83015
U2366,WHWI,lightblue3,-88.81295,42.830033
U2367,WHWI,lightblue3,-88.812817,42.829633
U2308,WWI,dodgerblue2,-89.1117,44.546617
U2309,WWI,dodgerblue2,-89.1118,44.545567
U2310,WWI,dodgerblue2,-89.11175,44.5456
U2311,WWI,dodgerblue2,-89.112033,44.545333
U2312,WWI,dodgerblue2,-89.1124,44.545433
U2313,WWI,dodgerblue2,-89.1125,44.544933
U2314,WWI,dodgerblue2,-89.112617,44.544917
U2315,WWI,dodgerblue2,-89.111817,44.546733
U2316,WWI,dodgerblue2,-89.108817,44.5466
U2317,WWI,dodgerblue2,-89.109933,44.546317
U2318,WWI,dodgerblue2,-89.109433,44.546217
U2319,WWI,dodgerblue2,-89.1092,44.545117
U2320,WWI,dodgerblue2,-89.1096,44.544717
U2322,WWI,dodgerblue2,-89.1128,44.544433
U2323,WWI,dodgerblue2,-89.112833,44.54585
U2324,WWI,dodgerblue2,-89.113667,44.54355
U2325,WWI,dodgerblue2,-89.112633,44.54495
U2326,WWI,dodgerblue2,-89.11265,44.545867
U2520,VSH123,orange3,-78.793487,38.1022573
U2522,VSH123,orange3,-78.7816175,38.1035165
U2524,VSH123,orange3,-78.7805417,38.1041718
U2525,VSH123,orange3,-78.7805417,38.2537572
U2526,VSH123,orange3,-78.7799288,38.2536746
U2533,VSH123,orange3,-78.6894898,38.3119833
U2534,VSH123,orange3,-78.6238036,38.3120197
U2509,VSH123,orange3,-78.1876972,38.7881137
U2510,VSH123,orange3,-78.1907819,38.7757936
U2511,VSH123,orange3,-78.1940075,38.74861
U2512,VSH123,orange3,-78.2088657,38.6569764
U2537,VSH123,orange3,-78.3146542,38.7043689
U2538,VSH123,orange3,-78.3073265,38.7004278
U2539,VSH123,orange3,-78.3045032,38.7088371
U2515,VSH123,orange3,-78.3190152,38.0577588
U2516,VSH123,orange3,-78.3190152,38.0930315
U2519,VSH123,orange3,-78.3190152,38.1020021
U2521,VSH123,orange3,-78.7819445,38.1029423
U2527,VSH123,orange3,-78.6826968,38.253712
U2528,VSH123,orange3,-78.6826194,38.2537185
U2529,VSH123,orange3,-78.6826868,38.2538178
U2531,VSH123,orange3,-78.6825691,38.2492597
